day,channel,region,device_type,audience_segment,campaign_objective,impressions,clicks,ctr_pct,spend_usd,conversions,conversion_rate_pct,bounce_rate_pct,session_duration_sec,audience_age,ad_quality_score,revenue_usd,performance_tier_index,engagement_score
Tuesday,Video,North,Desktop,Millennials,Sales,229002,7036,3.07,10133.43,355,5.05,54.96,133,21,8.56,31605.3,2,4.086374791
Monday,Email,East,Mobile,Boomers,Awareness,51663,1534,2.97,252.28,145,9.45,44.35,162,44,3.27,10074.9,3,4.810173625
Saturday,Display,Central,Mobile,Boomers,Leads,201549,1897,0.94,1974.04,0,0,72.19,204,25,5.36,0,0,1.920069065
Friday,Affiliate,East,CTV,Gen X,Awareness,82491,1167,1.41,1376.2,14,1.2,46.34,139,29,5.2,1133.64,0,1.966432702
Wednesday,Affiliate,South,CTV,Gen Z,App Installs,135628,2111,1.56,2381.31,150,7.11,76.48,116,43,9.73,15822.75,2,1.80549739
Friday,Email,East,Desktop,Gen Z,Sales,53302,94,0.18,27.88,7,7.45,57.07,144,36,8.88,935.31,3,0.253949195
Thursday,Affiliate,East,CTV,Gen Z,Traffic,71218,845,1.19,962.79,29,3.43,29.97,249,43,6.64,360.11,0,2.954379511
Saturday,Search,North,Tablet,Boomers,Awareness,144309,7495,5.19,8230.71,223,2.98,57.83,175,22,6.71,15056.07,1,9.089003458
Monday,Search,South,Desktop,Boomers,Sales,145905,5994,4.11,11514.3,245,4.09,51.61,186,48,8.01,13849.61,1,7.641163771
Thursday,Display,Central,CTV,Millennials,Sales,239797,1942,0.81,1963.6,63,3.24,64.7,32,18,6.85,4535.24,1,0.259152533
Monday,Affiliate,North,CTV,Boomers,Leads,60574,665,1.1,825.5,0,0,57.54,208,38,8.37,0,0,2.283487965
Tuesday,Search,East,Desktop,Boomers,Sales,100348,5393,5.37,8518.07,301,5.58,77.47,108,36,9.35,19274.82,1,5.80424124
Thursday,Social,East,Mobile,Gen X,App Installs,71535,1070,1.5,1196.28,17,1.59,57.43,168,23,5.31,2268.21,1,2.512895785
Friday,Affiliate,East,Mobile,Boomers,Leads,113236,2806,2.48,2007.22,282,10.05,28.97,47,23,8.07,10582.1,2,1.164664948
Sunday,Social,North,CTV,Gen Z,Traffic,63259,1194,1.89,2135.18,14,1.17,51.46,230,37,7.96,1743.83,0,4.341200462
Wednesday,Affiliate,Central,Mobile,Gen Z,Leads,82573,1615,1.96,2139.44,15,0.93,34.53,196,32,7.56,1124.72,0,3.833456457
Friday,Social,South,Desktop,Gen Z,App Installs,90805,568,0.63,1064.53,18,3.17,33.18,171,22,8.41,2396.15,1,1.069632729
Saturday,Social,Central,Desktop,Millennials,Leads,82448,2212,2.68,2175.22,39,1.76,80.52,174,35,7.17,3818.29,1,4.668251504
Friday,Social,Central,Mobile,Gen X,Traffic,66147,1726,2.61,2117.54,83,4.81,36.22,165,44,6.68,5925.61,1,4.305410676
Thursday,Social,Central,Tablet,Millennials,Awareness,117238,1421,1.21,1986.34,79,5.56,75.38,94,36,6.35,1720.75,0,1.139340487
Wednesday,Affiliate,North,Desktop,Gen Z,Leads,75389,1997,2.65,660.99,97,4.86,46.01,104,32,7.49,12656.08,3,2.754884665
Friday,Social,Central,Tablet,Gen Z,Traffic,86258,2181,2.53,2927.44,79,3.62,42.47,202,41,7.42,3204.16,1,5.107491479
Friday,Display,North,Desktop,Boomers,App Installs,216856,1585,0.73,1512.65,56,3.53,49.31,54,35,7.27,6479.65,2,0.394685874
Saturday,Email,Central,Mobile,Boomers,App Installs,50730,2282,4.5,809.25,186,8.15,30.23,246,32,7.37,18866.51,3,11.06587818
Friday,Social,Central,Mobile,Gen X,Sales,96356,2080,2.16,2430.93,0,0,25.09,78,28,5.94,0,0,1.683756071
Wednesday,Affiliate,North,Mobile,Boomers,Sales,131124,1751,1.34,1213.35,28,1.6,52.97,135,35,8.1,2439.63,1,1.80275922
Friday,Video,North,CTV,Boomers,Awareness,230439,6718,2.92,13370.96,28,0.42,54.77,243,26,7.19,1764.51,0,7.084191478
Tuesday,Display,Central,Tablet,Boomers,App Installs,202790,1139,0.56,1049.72,37,3.25,48.66,282,38,5.99,3369.62,2,1.583894669
Thursday,Email,East,CTV,Boomers,Awareness,62369,1741,2.79,963.99,64,3.68,70.13,228,26,6.16,7534.56,2,6.364508009
Monday,Affiliate,North,Desktop,Boomers,Sales,50734,875,1.72,724.6,24,2.74,58.51,185,18,5.97,2636.19,2,3.190661095
Thursday,Social,West,Tablet,Boomers,Sales,91470,1815,1.98,962.88,43,2.37,82.79,225,45,6.44,3323.73,2,4.46457855
Tuesday,Video,North,Tablet,Boomers,Leads,180667,5059,2.8,6543.33,315,6.23,52.86,215,34,4.06,21983.5,2,6.020385571
Friday,Affiliate,East,Tablet,Millennials,Sales,47422,855,1.8,735.62,15,1.75,53.53,93,54,9.66,187.63,0,1.676753406
Saturday,Search,North,Mobile,Gen Z,Sales,131464,6369,4.84,7033.83,456,7.16,58.06,79,30,6.51,30076.67,2,3.827291122
Saturday,Search,East,Desktop,Gen Z,App Installs,159516,6496,4.07,12068.9,228,3.51,51.08,190,47,6.2,26075.65,1,7.737405652
Saturday,Email,Central,Tablet,Gen Z,Sales,18785,601,3.2,340.05,56,9.32,71.23,197,37,7.76,6730.68,3,6.302741549
Saturday,Display,West,Mobile,Gen X,App Installs,156728,349,0.22,534.5,0,0,79.87,153,32,5.14,478.33,0,0.340698535
Thursday,Display,East,Mobile,Millennials,Traffic,113207,964,0.85,1020.54,0,0,35.53,162,32,4.21,0,0,1.379490668
Tuesday,Email,East,Mobile,Gen X,App Installs,75312,1884,2.5,362.15,175,9.29,28.98,210,21,5.76,9636.96,3,5.25334608
Friday,Social,West,Mobile,Gen X,Awareness,75338,752,1,1337.75,29,3.86,66.23,144,30,7.06,2865.89,1,1.437362287
Friday,Social,East,Tablet,Gen X,Leads,126016,2993,2.38,5360.11,178,5.95,61.74,138,46,6.59,16994.31,2,3.277631412
Thursday,Social,North,Mobile,Millennials,Sales,80126,1930,2.41,3047.96,48,2.49,42.3,99,29,5.13,6080.37,1,2.384619225
Wednesday,Video,West,Tablet,Millennials,Leads,204923,5243,2.56,6399.58,232,4.42,41.07,142,31,6.32,25287.29,2,3.633101214
Monday,Display,East,Mobile,Gen Z,Traffic,183362,1946,1.06,1739.73,29,1.49,34.9,203,41,5.8,1692.23,0,2.154415855
Tuesday,Social,Central,Mobile,Gen Z,Leads,126240,1756,1.39,2599.01,94,5.35,65.08,91,32,8.23,7859.84,2,1.265811153
Sunday,Video,West,CTV,Boomers,Sales,198101,6910,3.49,12122.14,504,7.29,48.56,43,33,5.85,12766.59,1,1.49989147
Thursday,Display,South,Mobile,Gen X,Sales,194456,2386,1.23,1024.6,52,2.18,63.9,219,35,5.91,2999.75,1,2.68715802
Friday,Search,East,CTV,Gen X,Awareness,133272,4346,3.26,7458.78,217,4.99,42.89,15,33,8.61,16991.98,1,0.489150009
Thursday,Social,West,Mobile,Gen Z,Traffic,86315,2130,2.47,2133.445,0,0,39.58,38,53,7.22,0,0,0.937728089
Wednesday,Display,South,Desktop,Gen X,Leads,102197,1233,1.21,1039.42,0,0,60.27,202,44,7.89,0,0,2.437116549
Tuesday,Display,North,Mobile,Boomers,Sales,181356,1680,0.93,700.46,46,2.74,45.19,125,40,8.64,5918.48,2,1.157943492
Saturday,Social,South,CTV,Millennials,App Installs,109467,2454,2.24,2788.07,70,2.85,26.51,188,36,7.5,6687.88,1,4.214530406
Friday,Email,East,Mobile,Boomers,Awareness,34419,935,2.72,540.45,41,4.39,32.11,120,31,4.5,4337.6,2,3.259827421
Tuesday,Video,North,CTV,Gen Z,Leads,235749,8451,3.58,17353.18,590,6.98,55.5,186,39,5.56,33010.93,1,6.667625313
Wednesday,Email,West,CTV,Boomers,Leads,64629,2069,3.2,521.02,153,7.39,36.76,76,32,4.6,8396.73,3,2.433025422
Monday,Search,West,Mobile,Gen X,Traffic,145348,9311,6.41,12370.55,403,4.33,71.71,133,25,6.07,28947.06,1,8.519986515
Sunday,Email,West,Tablet,Gen Z,Sales,70031,2531,3.61,1106.84,166,6.56,29.86,137,43,6.5,15526.36,3,4.951335837
Saturday,Search,South,CTV,Boomers,App Installs,147053,7606,5.17,15974.62,304,4,58.91,155,51,8.18,40482.34,1,8.017041475
Friday,Email,South,Tablet,Gen X,Traffic,78060,2763,3.54,2037.74,246,8.9,60.94,239,39,6.02,23213.87,3,8.459607994
Friday,Social,North,Desktop,Gen X,Traffic,138713,3049,2.2,2241.21,230,7.54,62.93,76,49,6.35,22240.93,2,1.670528357
Sunday,Social,Central,Desktop,Gen Z,Traffic,88095,2894,3.29,3328.84,116,4.01,60.57,207,41,7.93,9223.4,1,6.800136217
Monday,Affiliate,West,CTV,Boomers,App Installs,42879,1330,3.1,2002.98,27,2.03,45.99,311,46,6.89,2114.05,1,9.646446979
Thursday,Video,North,CTV,Boomers,Leads,167571,7017,4.19,5441.52,330,4.7,67.12,127,38,4.53,40820.12,2,5.318098
Sunday,Display,Central,Mobile,Gen X,App Installs,201505,2524,1.25,1763.4,3,0.12,60.56,125,33,6.08,176.18,0,1.565717972
Tuesday,Search,East,Tablet,Gen Z,Awareness,131924,6790,5.15,13341.26,504,7.42,89.52,36,43,7.53,25072.15,1,1.852884994
Tuesday,Email,Central,CTV,Boomers,App Installs,46697,1764,3.78,871.21,34,1.93,29.28,111,41,8.15,3201.01,2,4.193074502
Thursday,Email,North,CTV,Millennials,Leads,49240,1714,3.48,318.52,138,8.05,25.52,249,41,6.8,11250.43,3,8.667465475
Thursday,Email,West,Desktop,Gen Z,Sales,34699,798,2.3,365.29,51,6.39,44.23,154,34,10,1964.25,2,3.541658261
Saturday,Social,West,CTV,Millennials,Leads,74592,2500,3.35,3387.62,60,2.4,54.89,228,25,5.59,5562.95,1,7.641570142
Saturday,Display,East,CTV,Boomers,Leads,163415,1725,1.06,1389.18,34,1.97,66.04,212,19,6.3,4546.38,2,2.237860662
Wednesday,Affiliate,Central,Mobile,Gen X,Awareness,51920,712,1.37,759.64,0,0,69.54,148,42,7.6,0,0,2.029583975
Wednesday,Display,North,CTV,Gen X,Leads,183190,1215,0.66,1223.24,26,2.14,58.26,193,25,6.74,1252.02,1,1.280064414
Monday,Affiliate,Central,Desktop,Gen X,Awareness,95240,1170,1.23,350.29,3,0.26,61.77,80,40,8.48,372.86,1,0.982780344
Wednesday,Email,South,Tablet,Gen X,Sales,80628,2395,2.97,350.06,216,9.02,23.65,132,48,5.44,15037.52,3,3.920970382
Sunday,Social,Central,Mobile,Gen X,App Installs,122000,3616,2.96,4522.5,99,2.74,54.31,157,49,7.1,1776.59,0,4.653377049
Wednesday,Video,East,Desktop,Gen Z,Sales,280364,8391,2.99,12954.09,181,2.16,68.2,102,38,6.73,14091.37,1,3.05275285
Monday,Email,East,Mobile,Gen X,Leads,61515,1935,3.15,849.63,135,6.98,47.54,145,28,8.48,8609.25,3,4.561082663
Monday,Social,South,Tablet,Boomers,Traffic,95683,1737,1.82,1688.93,12,0.69,32.84,171,32,9.8,1599.68,0,3.104281847
Sunday,Social,South,Desktop,Gen Z,Leads,75625,1188,1.57,1681.96,29,2.44,65.4,144,33,6.54,3200.74,1,2.262109091
Sunday,Search,Central,Mobile,Gen X,App Installs,54809,2835,5.17,3588.97,130,4.59,42.61,189,35,2.72,7927.42,1,9.776040431
Thursday,Social,Central,CTV,Millennials,Traffic,123998,1866,1.5,2020.56,122,6.54,54.68,186,33,9.93,14175.47,2,2.799045146
Sunday,Social,Central,Desktop,Boomers,Awareness,124022,3345,2.7,7142.59,177,5.29,51.39,174,30,4.72,16289.61,1,4.692957701
Monday,Video,East,Desktop,Boomers,App Installs,217376,6550,3.01,9705.74,545,8.32,70.96,100,26,7.88,36147.83,2,3.01321213
Friday,Display,West,Desktop,Millennials,Leads,186571,3701,1.98,2985.13,102,2.76,35.63,174,30,8.55,6965.39,1,3.451629674
Wednesday,Video,South,Tablet,Boomers,Sales,172588,6760,3.92,12794.14,500,7.4,65.21,189,30,8.08,38297.26,1,7.402832178
Friday,Display,West,CTV,Millennials,Traffic,217583,1448,0.67,570.62,0,0,43.2,80,30,3.81,13.76,0,0.532394534
Sunday,Email,South,Tablet,Gen Z,Sales,78729,2538,3.22,753.33,141,5.56,66.39,194,30,4.42,9406.29,3,6.254010593
Wednesday,Display,Central,Mobile,Gen Z,Leads,228264,613,0.27,483.78,0,0,31.52,101,37,8.06,0,0,0.271234185
Friday,Search,South,Tablet,Boomers,App Installs,155527,5057,3.25,6031.63,228,4.51,55.35,137,31,6.16,15407.97,1,4.454589878
Friday,Social,West,Mobile,Millennials,Sales,123026,3369,2.74,3761.38,45,1.34,68.45,225,40,9.41,4766.94,1,6.161502447
Friday,Display,North,CTV,Gen Z,Sales,185894,2628,1.41,1689.17,26,0.99,58.09,148,50,7.52,1634.52,0,2.092289154
Thursday,Email,East,Desktop,Boomers,Awareness,67275,2963,4.4,1132.25,259,8.74,39.63,176,28,8.79,18781.21,3,7.751586771
Monday,Display,South,Mobile,Gen X,Awareness,158043,17,0.01,20,0,0,95,72,40,5.18,0,0,0.007744728
Sunday,Affiliate,East,Desktop,Millennials,Awareness,110049,2779,2.53,1567.22,46,1.66,45.81,157,41,7.72,7171.54,2,3.964624849
Tuesday,Display,West,Desktop,Boomers,Sales,125699,1097,0.87,1291.4,25,2.28,38.81,180,41,6.81,2619.73,1,1.570895552
Sunday,Email,North,Mobile,Gen Z,Leads,62544,1917,3.07,966.3,136,7.09,49.61,198,30,6.62,13728.28,3,6.068783576
Wednesday,Social,South,CTV,Gen Z,Leads,120253,2151,1.79,2430.34,121,5.63,50.11,218,25,5.8,10350.15,2,3.899428704
Friday,Social,East,Mobile,Gen Z,Traffic,76327,2165,2.84,2684.56,56,2.59,39.86,146,38,7.1,5461.14,1,4.141260629
Monday,Video,Central,CTV,Gen Z,Awareness,165739,3972,2.4,6524.17,164,4.13,69.25,177,18,8.9,14776.65,1,4.241874272
Sunday,Video,Central,Mobile,Millennials,Traffic,126592,3306,2.61,5635.18,208,6.29,66.71,94,22,8.64,21351.74,2,2.454847068
Thursday,Display,West,Mobile,Gen X,Traffic,198630,3673,1.85,3753.02,152,4.14,65.48,77,23,7.3,12636.07,2,1.42385843
Friday,Email,West,Desktop,Gen Z,App Installs,71807,3055,4.25,837.39,205,6.71,40.53,187,29,6.58,8073.92,2,7.95583996
Friday,Display,North,Mobile,Boomers,Sales,223073,0,0,20.65,0,0,48.79,182,26,8.04,197.33,2,0
Friday,Display,North,Tablet,Millennials,Awareness,129551,2570,1.98,2691.87,108,4.2,70.27,175,46,8.64,12092.39,2,3.471605777
Wednesday,Email,East,Desktop,Gen Z,Leads,63900,1890,2.96,629.04,198,10.48,43.03,182,41,7.88,16315.43,3,5.383098592
Tuesday,Email,East,Desktop,Boomers,Sales,41915,2030,4.84,437.39,81,3.99,64.28,169,29,9.6,5131.07,3,8.184898008
Sunday,Affiliate,South,Desktop,Gen Z,Sales,79743,1542,1.93,925.69,29,1.88,69.48,144,32,6.01,2516.63,1,2.784545352
Friday,Search,East,Tablet,Boomers,App Installs,132449,6142,4.64,14213.66,316,5.14,64.95,180,24,6.69,29559.5,1,8.347061888
Friday,Video,East,Mobile,Millennials,Leads,238844,2300,0.96,3635.07,123,5.35,33.61,237,21,7.23,12356.5,2,2.282242803
Wednesday,Display,North,Tablet,Gen X,Awareness,213311,2424,1.14,1716.33,0,0,41.24,250,18,7.92,0,0,2.840922409
Thursday,Display,West,CTV,Boomers,Sales,131187,419,0.32,489.92,0,0,61.56,256,38,4.91,0,0,0.817641992
Sunday,Display,South,CTV,Boomers,Leads,174392,2787,1.6,1887.82,85,3.05,49.82,155,31,8.14,5747.45,2,2.477091839
Wednesday,Email,East,Mobile,Boomers,Awareness,39148,1249,3.19,723.86,65,5.2,38.15,172,31,5.11,6993.23,2,5.487585573
Sunday,Video,Central,Desktop,Gen X,Leads,200976,4177,2.08,5847.13,79,1.89,67.25,147,40,7.97,7145.61,1,3.055185694
Saturday,Search,North,Tablet,Gen X,Leads,136770,7191,5.26,11893.56,179,2.49,71.28,122,31,6.4,20741.91,1,6.41443299
Wednesday,Video,Central,CTV,Millennials,Sales,242987,6927,2.85,12088.58,341,4.92,51.43,303,39,8.78,35180.64,1,8.637832477
Wednesday,Display,West,Mobile,Gen X,App Installs,264493,2970,1.12,2873.68,54,1.82,58.1,102,18,7.2,4104.79,1,1.145361125
Sunday,Video,East,Mobile,Gen Z,Sales,256670,2453,3.47,15997.31,294,3.3,39.5,163,37,8.67,32651.04,1,1.557794055
Wednesday,Display,Central,Desktop,Gen Z,Traffic,183210,1189,0.65,994.63,8,0.67,38.15,90,32,8.06,411.27,0,0.584083838
Friday,Email,West,Mobile,Millennials,Awareness,56400,1289,2.29,528.39,108,8.38,52.4,161,18,8.11,9506.66,3,3.679592199
Thursday,Social,East,Tablet,Boomers,App Installs,126453,2012,1.59,2385.98,0,0,93.33,141,33,8.1,0,0,2.243458044
Monday,Search,Central,Desktop,Boomers,Leads,135491,6262,4.62,7105.43,243,3.88,62.06,145,32,6.26,13741.9,1,6.701478327
Monday,Display,West,Mobile,Millennials,App Installs,116164,763,0.66,736.62,30,3.93,61.89,111,31,7.46,2760.31,2,0.729081299
Sunday,Display,West,Tablet,Gen X,Traffic,178847,345,0.19,309.18,10,2.9,71.23,137,26,7.22,1309.57,2,0.264276169
Tuesday,Video,Central,Mobile,Gen X,Leads,196581,4935,2.51,7908.06,360,7.29,61.38,155,29,10,35638.15,2,3.891144109
Wednesday,Affiliate,West,Desktop,Gen X,Sales,54060,505,0.93,167.21,12,2.38,54.77,219,36,8.83,604.53,2,2.045782464
Friday,Social,North,Desktop,Gen Z,Sales,112850,3180,2.82,3804.23,52,1.64,61.14,170,65,7.59,3625.15,0,4.790429774
Wednesday,Social,West,Mobile,Gen X,Leads,121375,3720,3.06,4184.17,197,5.3,62.62,179,34,5.4,20731.24,2,5.486138002
Sunday,Affiliate,North,Tablet,Gen X,Traffic,63287,934,1.48,1125.71,17,1.82,39.65,128,18,8.99,1843.92,1,1.889045144
Wednesday,Affiliate,South,Tablet,Millennials,Awareness,80233,2143,2.67,3301.37,130,6.07,58.71,129,43,6.33,11438.14,2,3.445552329
Sunday,Social,South,Desktop,Boomers,Awareness,83374,1760,2.11,2398.2,83,4.72,12.12,149,32,4.95,6519.62,1,3.145345072
Thursday,Display,Central,Tablet,Boomers,App Installs,197631,2095,1.06,2047.07,115,5.49,72.79,171,35,5.91,9515.76,2,1.812696389
Tuesday,Social,Central,Mobile,Gen Z,Leads,101856,1448,1.42,1684.35,84,5.8,67.47,154,18,6.97,5031.73,1,2.189286836
Wednesday,Video,West,CTV,Boomers,App Installs,157163,5311,3.38,7035.72,327,6.16,38.1,102,18,7.22,30649.25,2,3.446879991
Wednesday,Search,South,Tablet,Gen Z,Sales,205367,10784,5.25,18537.2,49,0.45,78.74,62,42,7.08,3455.49,0,3.255673989
Sunday,Video,Central,Tablet,Millennials,App Installs,210302,5262,2.5,10502.12,335,6.37,48.4,221,37,5.39,36042.21,2,5.52967637
Saturday,Affiliate,Central,Desktop,Millennials,Sales,35276,1063,3.01,1063.91,23,2.16,28.01,296,47,5.15,1229.54,1,8.919605397
Monday,Email,North,Mobile,Millennials,Leads,68212,3625,5.31,2469.38,360,9.93,60,105,23,8.19,33267.03,3,5.580029907
Saturday,Social,South,Tablet,Millennials,Leads,80776,2645,3.27,3275.48,55,2.08,24.98,120,49,4.14,5514.61,1,3.929384966
Friday,Email,East,Mobile,Gen X,Traffic,84151,3046,3.62,801.27,127,4.17,40.2,200,37,6.14,8959.26,3,7.239367328
Tuesday,Affiliate,Central,Tablet,Millennials,Leads,109334,1829,1.67,2312.55,75,4.1,48.7,196,27,4.67,6781.82,1,3.278797081
Wednesday,Email,Central,Mobile,Millennials,App Installs,59684,3088,5.17,1669.29,300,9.72,37.2,211,26,5.35,29461.32,3,10.91696267
Friday,Email,South,Desktop,Gen X,App Installs,81682,3096,3.79,955.02,176,5.68,50.46,83,51,5.75,16376.64,3,3.145956269
Saturday,Display,South,CTV,Gen Z,Sales,160774,2993,1.86,1844.52,90,3.01,43.16,65,36,8.23,4412.81,1,1.21005262
Thursday,Affiliate,Central,Tablet,Gen X,Sales,86411,997,1.15,1065.79,35,3.51,32.85,216,42,4.44,3563.52,2,2.492182708
Monday,Social,West,Tablet,Boomers,Awareness,111451,3025,2.71,4795.56,94,3.11,43.63,197,32,6.07,7308.89,1,5.346968623
Sunday,Affiliate,North,Desktop,Boomers,Sales,103932,1889,1.82,1647.38,55,2.91,56.81,165,30,4.1,5755.28,2,2.998931994
Monday,Video,West,Desktop,Gen X,App Installs,148344,5004,3.37,8663.88,106,2.12,38.87,197,34,6.46,13929.85,1,6.645283935
Wednesday,Social,East,Tablet,Gen X,Sales,105633,3672,3.48,1404.02,224,6.1,58.9,173,23,5.82,11529.13,2,6.013802505
Wednesday,Social,East,Mobile,Gen X,Traffic,36548,790,2.16,644.13,28,3.54,44.81,214,35,9.29,569.49,0,4.625697713
Wednesday,Video,North,Tablet,Boomers,Traffic,177042,5461,3.08,13117.81,454,8.31,36.61,163,31,7.16,26296.29,1,5.027863445
Tuesday,Social,North,Mobile,Gen X,Sales,104337,2266,2.17,2081.25,111,4.9,79.31,122,37,5.54,15487.48,2,2.649606563
Monday,Email,West,Desktop,Millennials,Leads,56699,2737,4.83,1649.88,193,7.05,85.5,106,30,6.14,8808.92,2,5.116880368
Tuesday,Email,East,Desktop,Millennials,Sales,49997,1813,3.63,690.31,92,5.07,66.09,143,40,4.96,3827.29,2,5.185491129
Saturday,Search,North,CTV,Boomers,Traffic,152011,5434,3.57,13414.1,618,11.37,46.52,330,38,9.45,27529.83,1,11.7966463
Sunday,Display,West,CTV,Gen X,App Installs,160741,529,0.33,444.34,3,0.57,34.53,5,38,6.87,124.27,0,0.016455043
Sunday,Affiliate,East,CTV,Gen X,Awareness,67567,1498,2.22,1870.89,33,2.2,69.96,186,29,8,2961.2,1,4.123729039
Sunday,Video,North,Desktop,Gen X,App Installs,121389,3165,2.61,2133.445,98,3.1,44.31,111,38,6.48,9902.31,2,2.894125497
Saturday,Display,North,CTV,Boomers,App Installs,211992,1776,0.84,820.7,73,4.11,28.95,171,37,8.64,2758.99,2,1.432582362
Tuesday,Display,Central,Mobile,Millennials,Awareness,153342,1418,0.92,1483,36,2.54,60.67,191,36,5.08,3608.29,1,1.766234952
Thursday,Video,East,Tablet,Gen X,Traffic,183729,4566,2.49,9994.65,220,4.82,60.08,199,39,5.39,22431.11,1,4.94551214
Tuesday,Social,Central,CTV,Gen Z,Awareness,100510,2824,2.81,2307.09,30,1.06,53.54,168,41,4.88,3224.25,1,4.720246742
Monday,Search,South,Tablet,Boomers,App Installs,141236,6495,4.6,13130.8,101,3.6,35.62,131,40,5.97,29204.7,1,6.024278513
Wednesday,Video,South,Desktop,Gen X,App Installs,181641,2902,1.6,4810.61,185,6.37,42.49,97,42,8.03,15184.82,2,1.549727209
Tuesday,Display,South,CTV,Gen X,App Installs,185716,3203,1.72,2537.27,196,6.12,73.13,280,30,6.69,18678.58,2,4.829093885
Wednesday,Display,Central,CTV,Gen X,Sales,155480,1505,0.97,1237.31,24,1.59,39.24,127,40,8.13,1501.94,1,1.229322099
Sunday,Search,East,Tablet,Gen Z,Sales,179980,11172,6.21,15839.9,901,8.06,68.29,150,49,5.71,31922.71,1,9.311034559
Sunday,Email,East,Mobile,Boomers,Leads,48720,2130,4.37,715.89,77,3.62,41.99,205,46,8.5,6057.85,2,8.962438424
Tuesday,Affiliate,Central,Desktop,Gen Z,App Installs,92152,1703,1.85,1792.24,29,1.7,46.23,135,50,8.53,2815.2,1,2.494845473
Friday,Video,South,CTV,Millennials,Traffic,245404,5418,2.21,7061.53,228,4.21,53.56,283,50,5.68,26828.71,2,6.248039967
Sunday,Search,Central,Mobile,Millennials,Awareness,103719,2380,2.29,4267.06,174,7.31,55.88,231,18,4.72,17172.89,2,5.300668151
Monday,Video,East,CTV,Millennials,Sales,147774,3017,2.04,6498.37,168,5.57,38.95,225,19,7.65,17309.17,1,4.593670064
Saturday,Affiliate,South,CTV,Boomers,Awareness,89257,1785,2,875.96,13,0.73,84.03,129,32,8.09,962.61,1,2.579797663
Friday,Affiliate,South,Desktop,Gen X,Sales,124529,1673,1.34,1176.32,63,3.77,53.13,222,29,6.96,6262.15,2,2.982486007
Tuesday,Email,West,Tablet,Millennials,Sales,99126,1962,1.98,20,66,3.36,42.82,76,33,6.09,5919.5,3,1.504267296
Saturday,Email,East,Tablet,Gen X,App Installs,40492,1317,3.25,853.64,95,7.21,39.41,233,51,6.43,12307.8,3,7.578311765
Monday,Display,South,Tablet,Gen X,Traffic,198359,2237,1.13,1719.33,61,2.73,32.94,137,35,8.35,5440.35,2,1.545021905
Saturday,Affiliate,West,Tablet,Boomers,Leads,88795,2446,2.75,3209.84,88,3.6,40.43,191,49,5.96,7983.98,1,5.261399854
Tuesday,Email,East,Tablet,Gen Z,App Installs,37498,1648,4.39,949.66,138,8.37,55.07,153,33,8.43,14491.57,3,6.724198624
Wednesday,Affiliate,Central,CTV,Boomers,Leads,117219,1269,1.08,526.44,64,5.04,53.42,104,20,8.51,5100.05,2,1.12589256
Sunday,Social,East,Mobile,Gen X,Awareness,120650,2898,2.4,2133.445,67,2.31,67.15,157,47,9.07,4553.78,1,3.771123083
Tuesday,Display,West,Tablet,Boomers,Traffic,156312,2640,1.69,801.79,0,0,22.37,142,25,6.6,0,0,2.398280362
Sunday,Social,Central,Tablet,Gen X,Traffic,22145,584,2.64,2133.445,18,3.08,52.85,92,45,6.14,682.97,0,2.426191014
Sunday,Affiliate,Central,Desktop,Millennials,Awareness,89340,1389,1.55,331.93,112,8.06,57.61,211,32,8.92,8238.9,3,3.280490262
Sunday,Search,West,Tablet,Boomers,Awareness,199063,6951,3.49,9366.05,351,5.05,61.51,72,36,6.07,38421.58,2,2.51413874
Tuesday,Affiliate,South,Mobile,Millennials,Sales,27468,287,1.04,247.93,6,2.09,46.31,202,31,7.32,847.9,2,2.110601427
Thursday,Affiliate,West,CTV,Millennials,Leads,123886,2383,1.92,2417.92,80,3.36,53.18,225,51,9.67,7611.1,2,4.327970876
Sunday,Display,East,Mobile,Gen Z,App Installs,216037,3191,1.48,3038.9,28,0.88,35.58,141,21,9.25,1873.2,0,2.082657137
Thursday,Social,Central,Mobile,Millennials,Sales,65722,2739,4.17,3222.57,65,2.37,61.02,75,36,7.55,2057.26,0,3.125665683
Wednesday,Social,North,CTV,Boomers,Traffic,74519,1437,1.93,1147.68,80,5.57,68.45,201,34,10,8074.65,2,3.876018197
Monday,Affiliate,East,Mobile,Gen Z,Leads,97676,1848,1.89,2245.78,101,3.3,46.58,322,38,6.65,7299.99,2,6.092141365
Sunday,Email,Central,Mobile,Gen X,Leads,48174,1233,2.56,390.75,103,8.35,74.99,160,18,7.41,11302.38,3,4.095155063
